RECEIVED_DATE,EMPLOYER_STATE_PROVINCE,PW_SOC_CODE,PW_SOC_TITLE,SOC_MAJOR_GROUP,PW_SKILL_LEVEL,PW_WAGE,WORKSITE_STATE,MINIMUM_EDUCATION,SUBMISSION_MONTH,SUBMISSION_YEAR,CASE_STATUS,PROCESSING_TIME_DAYS
2022-05-05,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,936
2022-05-05,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,936
2022-05-13,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,928
2022-05-13,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,928
2022-05-13,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,928
2022-05-13,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,928
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,926
2022-05-17,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,924
2022-05-17,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,924
2022-05-18,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,923
2022-05-19,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,922
2022-05-19,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,922
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,914
2023-04-12,TEXAS,37-3011,Landscape Laborer,37,Level I,26874.0,TEXAS,Unknown,4,2023,Certified,594
2023-02-23,TENNESSEE,19-1042,"Medical Scientists, Except Epidemiologists",19,Level II,60445.0,TENNESSEE,Other,2,2023,Certified,643
2023-03-08,CALIFORNIA,27-3031,Public Relations Specialists,27,Level IV,98155.0,CALIFORNIA,Bachelor's,3,2023,Certified,630
2022-05-15,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,927
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-05-27,TEXAS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,15.11,WASHINGTON,Unknown,5,2022,Withdrawn,915
2022-06-03,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,908
2022-06-09,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,902
2022-06-02,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,909
2022-06-07,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,904
2022-06-02,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,909
2022-06-02,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,909
2022-06-03,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,908
2022-06-07,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,904
2022-06-07,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,904
2022-06-08,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,903
2022-06-29,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,882
2022-06-08,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,903
2022-06-17,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,894
2022-06-08,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,903
2022-06-09,ARIZONA,39-9021,Personal Care Aides,39,Level I,26624.0,ARIZONA,Unknown,6,2022,Denied,902
2023-05-04,TEXAS,13-2011,Accountants and Auditors,13,Level IV,110157.0,TEXAS,Bachelor's,5,2023,Certified,575
2023-03-09,TEXAS,13-2051.00,Financial and Investment Analysts,13,Level IV,145038.0,CALIFORNIA,Bachelor's,3,2023,Certified,631
2023-03-09,NEW YORK,15-1252.00,Software Developers,15,Level IV,157477.0,NEW YORK,Bachelor's,3,2023,Certified,631
2023-03-06,GEORGIA,15-1252.00,Application Programmer,15,Level II,73008.0,GEORGIA,Master's,3,2023,Certified,634
2023-04-21,MARYLAND,15-1252.00,Software Developers,15,Level II,110240.0,MARYLAND,Master's,4,2023,Certified,588
2023-04-21,MARYLAND,15-1252.00,Software Developers,15,Level II,110240.0,MARYLAND,Master's,4,2023,Certified,588
2023-04-21,MARYLAND,15-1252.00,Software Developers,15,Level II,110240.0,MARYLAND,Master's,4,2023,Certified,588
2023-04-21,MARYLAND,15-1252.00,Software Developers,15,Level II,110240.0,MARYLAND,Master's,4,2023,Certified,588
2023-04-17,KANSAS,17-2051,Civil Engineers,17,Level I,63752.0,TEXAS,Bachelor's,4,2023,Certified,592
2023-02-06,CALIFORNIA,17-2141,Mechanical Engineers,17,Level I,70221.0,CALIFORNIA,Bachelor's,2,2023,Certified,662
2023-04-13,NEW YORK,29-2011,MEDICAL TECHNOLOGIST,29,Level I,47819.0,NEW YORK,Bachelor's,4,2023,Certified,596
2023-03-06,TEXAS,41-1011.00,FirstLine Supervisors of Retail Sales Workers,41,Level IV,58469.0,TEXAS,High School,3,2023,Certified,634
2023-05-18,PENNSYLVANIA,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,Level I,21861.0,PENNSYLVANIA,Unknown,5,2023,Certified,564
2023-05-18,PENNSYLVANIA,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,Level I,21861.0,PENNSYLVANIA,Unknown,5,2023,Certified,564
2023-05-18,PENNSYLVANIA,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35,Level I,21861.0,PENNSYLVANIA,Unknown,5,2023,Certified,564
2023-01-13,FLORIDA,11-3071,"Transportation, Storage, and Distribution Managers",11,Level I,58427.0,FLORIDA,Bachelor's,1,2023,Denied,690
2022-07-06,CONNECTICUT,11-2021,Marketing Managers,11,Level IV,168022.0,FLORIDA,Bachelor's,7,2022,Denied,881
2022-03-23,CALIFORNIA CA,11-1011,CEO,11,Unknown,100.0,CALIFORNIA,Master's,3,2022,Denied,986
2022-11-22,FLORIDA,11-1021,General and operations manager,11,Unknown,45000.0,FLORIDA,Associate's,11,2022,Denied,742
2022-08-22,TEXAS,13-1161,Market Research Analyst,13,Level II,40227.0,TEXAS,Master's,8,2022,Denied,834
2022-07-14,NEW YORK,13-2011,Accountant,13,Level I,64584.0,NEW YORK,Bachelor's,7,2022,Denied,873
2022-11-07,CALIFORNIA,15-1121,Computer Systems Analysts,15,Level III,133973.0,CALIFORNIA,Master's,11,2022,Denied,757
2022-08-15,NEW YORK NEW YORK,15-1142,Network Administrator,15,Level II,87859.0,NEW YORK,Bachelor's,8,2022,Denied,841
2023-01-10,WASHINGTON,15-1142,Network and Computer Systems Administrators,15,Level II,77022.0,TEXAS,Bachelor's,1,2023,Denied,693
2023-01-09,COLORADO Enavate Inc,15-1199,Database Architect Senior Product AnalystProfessional,15,Level IV,90563.0,WYOMING,Bachelor's,1,2023,Denied,694
2023-02-03,WASHINGTON,15-1199,"Computer Occupations, All Other",15,Level IV,118893.0,NEW JERSEY,Master's,2,2023,Denied,669
2022-11-07,CALIFORNIA,15-1252.00,Software Developers,15,Level III,167149.0,CALIFORNIA,Bachelor's,11,2022,Denied,757
2022-12-21,PENNSYLVANIA,15-1252.00,Software Developers,15,Level IV,130062.0,FLORIDA,Master's,12,2022,Denied,713
2023-01-09,TEXAS,15-1252.00,Software Developers,15,Level I,80850.0,TEXAS,Bachelor's,1,2023,Denied,694
2023-01-11,NEW JERSEY HUDSON,15-1252.00,Software Developers,15,Level IV,157477.0,NEW JERSEY,Master's,1,2023,Denied,692
2023-02-14,TEXAS,15-1252.00,Software Developers,15,Level I,80850.0,TEXAS,Bachelor's,2,2023,Denied,658
2023-03-30,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,3,2023,Denied,614
2022-11-17,TEXAS,15-1253.00,Software Quality Assurance Analyst and Testers,15,Level I,57470.0,TEXAS,Bachelor's,11,2022,Denied,747
2023-05-22,PENNSYLVANIA,15-1253.00,Software Quality Assurance Analysts and Testers,15,Level IV,108555.0,PENNSYLVANIA,Bachelor's,5,2023,Certified,561
2023-05-10,VIRGINIA,15-2051.01,Business Intelligence Analysts,15,Level II,84510.0,NEW HAMPSHIRE,Bachelor's,5,2023,Certified,573
2022-08-16,CONNECTICUT,17-1011,"architects, except landscape and naval",17,Level I,67330.0,CONNECTICUT,Bachelor's,8,2022,Denied,840
2023-04-27,NORTHERN MARIANA ISLANDS,17-2141.00,MECHANICAL ENGINEER,17,Unknown,24.97,NORTHERN MARIANA ISLANDS,Bachelor's,4,2023,Certified,586
2022-11-30,TEXAS,19-1029.04,Biologist,19,Level I,61568.0,NORTH CAROLINA,Master's,11,2022,Denied,734
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2023-01-31,TEXAS,25-2021,Elementary School Teacher,25,Level II,47663.0,TEXAS,Bachelor's,1,2023,Denied,672
2022-09-07,TEXAS,25-3099.00,Curriculum Specialist Bilingual Teacher,25,Level III,61797.0,TEXAS,Bachelor's,9,2022,Denied,818
2023-01-28,NEW JERSEY,25-9031.00,Instructional Coordinator,25,Level I,45718.0,NEW JERSEY,Master's,1,2023,Denied,675
2022-12-14,TENNESSEE,29-2011.00,Medical Technologist,29,Level I,27186.0,ALABAMA,Bachelor's,12,2022,Denied,720
2023-05-04,MARYLAND,31-1122.00,PERSONAL CARE AIDE,31,Level I,25293.0,MARYLAND,Other,5,2023,Certified,579
2023-05-11,MARYLAND,31-1122.00,PERSONAL CARE AIDE,31,Level I,25293.0,MARYLAND,Other,5,2023,Certified,572
2023-05-11,MARYLAND,31-1122.00,PERSONAL CARE AIDE,31,Level I,25293.0,MARYLAND,Other,5,2023,Certified,572
2023-04-12,CALIFORNIA,31-1131.00,Caregivers,31,Level I,31990.0,CALIFORNIA,Unknown,4,2023,Certified,601
2023-04-12,CALIFORNIA,31-1131.00,Caregivers,31,Level I,31990.0,CALIFORNIA,Unknown,4,2023,Certified,601
2022-12-07,UTAH,35-1011.00,Chef and Head Cook,35,Level I,21382.0,UTAH,High School,12,2022,Denied,727
2023-02-17,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level I,23296.0,FLORIDA,Unknown,2,2023,Denied,655
2023-02-17,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level I,21674.0,FLORIDA,Unknown,2,2023,Denied,655
2022-09-06,TEXAS,35-2019.00,Mithai Cook,35,Unknown,30160.0,TEXAS,Unknown,9,2022,Denied,819
2023-02-01,FLORIDA,35-2021,Food Preparation Workers,35,Level I,20301.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-04,FLORIDA,35-2021,Food Preparation Workers,35,Level I,20301.0,FLORIDA,Unknown,2,2023,Denied,668
2023-02-04,FLORIDA,35-2021,Food Preparation Workers,35,Level I,20301.0,FLORIDA,Unknown,2,2023,Denied,668
2023-02-01,FLORIDA,35-2021,Food Preparation Workers,35,Level I,20301.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-04,FLORIDA,35-2021,Food Preparation Workers,35,Level I,20301.0,FLORIDA,Unknown,2,2023,Denied,668
2023-02-18,TENNESSEE,35-2021.00,Food Preparation Workers,35,Level I,17597.0,TENNESSEE,Unknown,2,2023,Denied,654
2023-03-01,TENNESSEE,35-2021.00,Food Preparation Workers,35,Level I,17597.0,TENNESSEE,Unknown,3,2023,Denied,643
2023-02-18,TENNESSEE,35-2021.00,Food Preparation Workers,35,Level I,17597.0,TENNESSEE,Unknown,2,2023,Denied,654
2023-02-21,FLORIDA,35-2021.00,Food Preparation Workers,35,Level I,21507.0,FLORIDA,Unknown,2,2023,Denied,651
2023-03-01,FLORIDA,35-2021.00,Food Preparation Workers,35,Level I,21507.0,FLORIDA,Unknown,3,2023,Denied,643
2023-02-01,FLORIDA,35-3031,Waiters and Waitresses,35,Level I,19198.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-01,FLORIDA,35-3031,Waiters and Waitresses,35,Level I,19198.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-01,FLORIDA,35-3031,Waiters and Waitresses,35,Level I,19198.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-01,FLORIDA,35-3031,Waiters and Waitresses,35,Level I,19198.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-01,FLORIDA,35-3031,Waiters and Waitresses,35,Level I,19198.0,FLORIDA,Unknown,2,2023,Denied,671
2023-02-06,FLORIDA,35-3031,Waiters and Waitresses,35,Level I,19198.0,FLORIDA,Unknown,2,2023,Denied,666
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-18,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,930
2022-05-19,MICHIGAN,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,23005.0,MICHIGAN,Unknown,5,2022,Denied,929
2022-07-14,ILLINOIS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37,Level I,20779.0,FLORIDA,Unknown,7,2022,Denied,873
2022-09-05,OHIO,37-3011,Landscaping and Snow Removal Worker,37,Level I,23691.0,OHIO,Unknown,9,2022,Denied,820
2022-09-05,OHIO,37-3011,Landscaping and Snow Removal Worker,37,Level I,23691.0,OHIO,Unknown,9,2022,Denied,820
2022-10-06,NEW JERSEY,39-9011,CHILDCARE WORKERS,39,Level IV,34778.0,NEW JERSEY,Unknown,10,2022,Denied,789
2023-01-23,OHIO  ,41-1011,FirstLine Supervisors of Retail Sales Workers,41,Level II,35963.0,OHIO,Associate's,1,2023,Denied,680
2022-12-08,GEORGIA,43-3031,BOOKKEEPPER,43,Level II,37960.0,GEORGIA,Associate's,12,2022,Denied,726
2023-02-21,FLORIDA,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,Level I,23026.0,FLORIDA,Unknown,2,2023,Denied,651
2023-02-06,FLORIDA,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,Level I,23026.0,FLORIDA,Unknown,2,2023,Denied,666
2023-02-06,FLORIDA,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,Level I,23026.0,FLORIDA,Unknown,2,2023,Denied,666
2023-02-21,FLORIDA,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,Level I,23026.0,FLORIDA,Unknown,2,2023,Denied,651
2023-03-15,FLORIDA,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,Level I,23026.0,FLORIDA,Unknown,3,2023,Denied,629
2022-11-17,MISSISSIPPI,45-2091,Agricultural Equipment Operator,45,Level II,24898.0,MISSISSIPPI,Unknown,11,2022,Denied,747
2022-12-13,GEORGIA,47-2044,TILE AND STONE SETTERS,47,Level I,32802.0,GEORGIA,Unknown,12,2022,Denied,721
2023-03-15,FLORIDA,47-2061,Construction laborers,47,Level I,11.72,FLORIDA,Unknown,3,2023,Denied,629
2023-03-15,FLORIDA,47-2061,Construction laborers,47,Level I,11.72,FLORIDA,Unknown,3,2023,Denied,629
2022-12-14,MICHIGAN,49-1011,"FirstLine Supervisors of Mechanics, Installers, and Repairers",49,Level IV,91291.0,MICHIGAN,Unknown,12,2022,Denied,720
2023-01-18,GEORGIA,49-9071,"Maintenance and Repair Workers, General",49,Level I,27893.0,GEORGIA,Unknown,1,2023,Denied,685
2023-01-18,GEORGIA,49-9071,"Maintenance and Repair Workers, General",49,Level I,27893.0,GEORGIA,Unknown,1,2023,Denied,685
2023-02-06,FLORIDA,49-9071.00,"Maintenance and Repair Workers, General",49,Level I,26478.0,FLORIDA,Unknown,2,2023,Denied,666
2023-02-28,FLORIDA,53-2012,Commercial Pilots,53,Level IV,144490.0,FLORIDA,Associate's,2,2023,Denied,644
2022-11-02,TENNESSEE,53-3032.00,Heavy and TractorTrailer Truck Drivers,53,Level III,41579.0,TENNESSEE,Unknown,11,2022,Denied,762
2023-03-03,OREGON,11-9051.00,Food Service Managers,11,Level III,61672.0,OREGON,Other,3,2023,Certified,644
2023-04-06,NORTH DAKOTA,13-2011.00,Accountants and Auditors,13,Level IV,84989.0,NEBRASKA,Bachelor's,4,2023,Certified,610
2023-05-08,NEW YORK,13-2051.00,Financial and Investment Analysts,13,Level II,105331.0,NEW YORK,Master's,5,2023,Certified,578
2023-05-01,CALIFORNIA,15-1036,"Software Developers, Systems Software, Non RD ACWIA Only",15,Level IV,127462.0,CALIFORNIA,Bachelor's,5,2023,Certified,585
2023-05-01,CALIFORNIA,15-1052,"Computer Systems Analysts, Non RD ACWIA Only",15,Level IV,131290.0,CALIFORNIA,Bachelor's,5,2023,Certified,585
2023-02-23,NEW JERSEY,15-1252.00,Software Developers,15,Level II,109283.0,NEW JERSEY,Master's,2,2023,Certified,652
2023-05-08,SOUTH DAKOTA,15-1252.00,Software Developers,15,Level I,74443.0,ARIZONA,Bachelor's,5,2023,Certified,578
2023-05-22,VIRGINIA,15-1252.00,Software Developers,15,Unknown,88600.0,VIRGINIA,Bachelor's,5,2023,Certified,564
2023-05-02,TEXAS,15-1252.00,Software Developers,15,Level IV,129397.0,TEXAS,Bachelor's,5,2023,Denied,584
2023-05-31,TEXAS TX,15-1252.00,Software Developers,15,Level IV,134992.0,TEXAS,Master's,5,2023,Certified,555
2023-05-31,TEXAS TX,15-1252.00,Software Developers,15,Level IV,134992.0,TEXAS,Master's,5,2023,Certified,555
2023-05-31,TEXAS TX,15-1252.00,Software Developers,15,Level IV,134992.0,TEXAS,Master's,5,2023,Certified,555
2023-05-31,TEXAS TX,15-1252.00,Software Developers,15,Level IV,134992.0,TEXAS,Master's,5,2023,Certified,555
2023-05-31,TEXAS TX,15-1253.00,Software Quality Assurance Analysts and Testers,15,Level IV,108202.0,TEXAS,Master's,5,2023,Certified,555
2023-05-05,TENNESSEE,17-3011,Architectural and Civil Drafters,17,Level II,49379.0,TENNESSEE,Bachelor's,5,2023,Certified,581
2023-05-08,TENNESSEE,17-3011,Architectural and Civil Drafters,17,Level II,49379.0,TENNESSEE,Bachelor's,5,2023,Certified,578
2023-04-13,CALIFORNIA,31-1131.00,Caregivers,31,Level I,31990.0,CALIFORNIA,Unknown,4,2023,Certified,603
2023-04-19,FLORIDA,31-9091,Dental Assistant,31,Level III,39541.0,FLORIDA,Unknown,4,2023,Certified,597
2023-04-27,UTAH UT,35-2015,Pizza Maker,35,Level I,17139.0,UTAH,High School,4,2023,Certified,589
